x1,x2,y
4.321097794848372,4.769609253163742,1.851276932792532
1.9699150132953998,1.8705088828549268,1.7618150711222988
3.455278399556815,3.402386047909115,0.16169853468159617
0.9394867958754134,0.9805249467795454,1.3418726039856703
0.363061931011573,0.6674480882607472,0.509264011603799
1.6237870380677695,1.8853857314708866,1.9014501298394362
5.863971516089546,2.3063003015702987,0.7154949792846064
1.1013250427369048,3.4294716423002742,0.8759308929593166
5.40265274696402,2.6833523586345986,0.7902531986616278
4.381889109657742,5.9268202924809295,1.0163996758436953
2.3100349554597375,4.186737237832112,1.2943139706326405
5.3247630794610705,0.3282722311940798,0.7735383501771864
1.804586775778909,3.7579373406076595,1.2804797199831663
0.41507735428668635,2.3781372277274118,0.6406835113246794
3.723658392425619,3.3897941711338913,0.3625751308517145
2.469532103149278,2.7882274790558297,0.5073859319642793
0.9631221319736296,4.877887156314772,1.6468646750899092
1.2944228868306287,0.5466187521728603,1.1957365294315485
4.66547309322649,2.4467187181513657,1.4077700182165487
0.5626533318520912,2.6156446334073795,0.5365873555710068
5.530274084325793,0.9261506084260998,1.106436721402343
0.40495342327525563,2.327304319183181,0.684091148488278
5.534767705228512,5.385390631033641,1.0745054447193811
0.725752545412663,4.457004201363381,1.3766800291494745
3.1687059853961115,1.1060606203441092,0.7998637649929669
1.4541184459819936,3.5720649320681725,1.1605872620846274
2.2354294898334732,0.3091432013672548,0.712157786965829
1.2286961212515035,5.775465049476962,1.1238395033533015
1.5697752877820523,3.5177749133034415,1.1349614190459711
0.5439418987733056,5.362172886900007,0.9017773144856718
0.6023624566961452,5.117312068027441,1.1658299579673017
5.927368764163324,3.1874198064489456,0.12345047588530299
3.1176223094878908,0.3420907753220175,0.11310616811988107
0.23828158873828986,2.1476500882978513,0.7582619068017726
0.9047883086006223,5.551990984662222,1.064161115874385
3.665038602288212,1.866306536828957,1.1650539220196026
0.03444814669877605,2.2429022802944587,0.6135114877482506
1.425749522154604,1.9083961256230177,1.869399655537173
